지점,시작일,종료일,지점명,지점주소,관리관서,위도,경도,노장해발고도(m),기압계(관측장비지상높이(m)),기온계(관측장비지상높이(m)),풍속계(관측장비지상높이(m)),강우계(관측장비지상높이(m))
885,2010-12-14,2015-07-13,태풍센터,제주특별자치도 서귀포시남원읍 서성로810번길 2 ,서귀포지역기상서비스센터(189),33.3315,126.6784,246.3,,,,
885,2007-12-28,2010-12-14,태풍센터,제주특별자치도 서귀포시남원읍 서성로810번길 2 ,서귀포지역기상서비스센터(189),33.3314,126.6783,236.77,,,10,
886,2020-10-23,,군산산단,전라북도 군산시내초동 231번지내초공원  ,전주기상대(146),35.9505,126.5912,5.79,,,,
886,2015-07-13,2020-10-23,군산산단,전라북도 군산시내초동 231번지내초공원  ,전주기상대(146),35.9504,126.5911,10,,,,
886,2011-12-09,2015-07-13,군산산단,전라북도 군산시내초동 231번지내초공원  ,군산기상대(140),35.9504,126.5911,10,,,,
887,2014-06-20,2019-03-18,세종연기,세종특별자치시 연기면 세종리825,대전지방기상청(133),36.5033,127.2897,33.1,,,,
887,2012-09-01,2014-06-20,세종연기,세종특별자치시 연기면 세종리825,대전지방기상청(133),36.5033,127.2912,28,,,,
887,2012-07-02,2012-09-01,세종시,세종특별자치시 연기면 세종리825,대전지방기상청(133),36.5033,127.2912,28,,,,
888,2012-08-10,,청남대,충청북도 청주시상당구 문의면신대리 산26-1 ,청주기상대(131),36.4627,127.4908,94.44,,,10,
889,2012-11-12,,현충원,서울특별시 동작구현충로 210국립서울현충원  ,,37.5004,126.9765,16.23,,,,
890,2021-08-03,,제주가시리,제주특별자치도 제주시표선면 가시리 산 45-4,제주지방기상청(184),33.3854,126.7336,275.2,,,10,
890,2020-11-27,2021-08-03,제주가시리,제주특별자치도 제주시표선면 가시리 산 45-4,제주지방기상청(184),33.3853,126.7336,275.2,,,10,
890,2015-12-01,2020-11-27,신례,제주특별자치도 제주시표선면 가시리 산 45-4,제주지방기상청(184),33.3145,126.6358,302,,,,
891,2015-12-01,2019-08-09,색달,서귀포시 색달동 산50,제주지방기상청(184),33.2913,126.4223,425,,,,
892,2020-10-23,,성산수산,제주특별자치도 서귀포시성산읍 수산리 3039-1,제주지방기상청(184),33.4501,126.8513,102.47,,,,
892,2019-06-19,2020-10-23,성산수산,제주특별자치도 서귀포시성산읍 수산리 3039-1,제주지방기상청(184),33.4501,126.8513,126.7,,,,
893,2020-10-23,,애월,제주특별자치도 제주시애월읍 애월리397-2  ,제주지방기상청(184),33.4659,126.3275,5.24,,,,
893,2019-08-09,2020-10-23,애월,제주특별자치도 제주시애월읍 애월리397-2  ,제주지방기상청(184),33.4658,126.3272,25.3,,,,
898,2019-12-24,,장생포,울산광역시 남구장생포 고래로 288번길 6(매암동),울산기상대(152),35.5049,129.386,4,,,,
899,2020-10-23,,마산회원,,창원기상대(155),35.2236,128.5821,24,,,,
899,2019-12-24,2020-10-23,마산회원,,창원기상대(155),35.2236,128.5821,24,,,,
900,2020-10-23,,두서,울산광역시 울주군두서면 구량리500-7번지  ,울산기상대(152),35.6203,129.1436,117.49,,,,
900,2014-09-01,2020-10-23,두서,울산광역시 울주군두서면 구량리500-7번지  ,울산기상대(152),35.6202,129.1433,123,,,,
900,1991-04-22,2014-08-31,상북,울산광역시 울주군두서면 구량리500-7번지  ,울산기상대(152),35.5824,129.0998,124.31,,,,
901,2020-10-23,,울기,울산광역시 동구일산동 산907 방어진중대 ,울산기상대(152),35.4868,129.4353,67.64,,,,
901,2011-11-22,2020-10-23,울기,울산광역시 동구일산동 산907 방어진중대 ,울산기상대(152),35.4865,129.4356,83,,,,
901,1991-04-22,2011-11-22,울기,울산광역시 동구일산동 산907 방어진중대 ,울산기상대(152),35.4927,129.4424,38.13,,,,
902,2020-10-23,,시천,경상남도 산청군시천면 내공리640-1  ,창원기상대(155),35.2423,127.819,137.13,,,,
902,2015-07-13,2020-10-23,시천,경상남도 산청군시천면 내공리640-1  ,창원기상대(155),35.2424,127.8187,186,,,,
902,2012-12-29,2015-07-13,시천,경상남도 산청군시천면 내공리640-1  ,진주기상대(192),35.2424,127.8187,186,,,,
902,2008-04-08,2012-12-29,중산리,경상남도 산청군시천면 내공리640-1  ,진주기상대(192),35.2843,127.7644,353.51,,,,
902,2001-08-31,2008-04-08,중산리,경상남도 산청군시천면 내공리640-1  ,진주기상대(192),35.3188,127.7594,482,,,,
902,1990-06-25,2001-08-31,중산리,경상남도 산청군시천면 내공리640-1  ,진주기상대(192),35.3188,127.7594,850,,,,
903,2020-10-23,,도천,경상남도 창녕군도천면 낙동로917 영산천배수장 ,울산기상대(152),35.4039,128.5149,14.86,,,,
903,2019-12-12,2020-10-23,도천,경상남도 창녕군도천면 낙동로917 영산천배수장 ,울산기상대(152),35.4039,128.5149,13.66,,,,
903,2010-04-02,2019-12-12,도천,경상남도 창녕군도천면 낙동로917 영산천배수장 ,울산기상대(152),35.4039,128.5149,13.66,,,,
903,2007-09-11,2010-04-02,남지,경상남도 창녕군도천면 낙동로917 영산천배수장 ,창원기상대(155),35.3855,128.4742,21,,,,
903,1991-03-08,2007-09-11,남지,경상남도 창녕군도천면 낙동로917 영산천배수장 ,창원기상대(155),35.3855,128.4742,21,,,,
904,2020-10-23,,사상,부산광역시 사상구삼락동 29-43 삼락생태공원,부산지방기상청(159),35.137,128.9675,3.55,,,,
904,2019-12-10,2020-10-23,사상,부산광역시 사상구삼락동 29-43 삼락생태공원,부산지방기상청(159),35.137,128.9675,4.28,,,,
904,2015-09-07,2019-12-10,사상,부산광역시 사상구삼락동 29-43 삼락생태공원,부산지방기상청(159),35.137,128.9675,4.28,,,,
904,2009-02-01,2009-11-05,동읍,부산광역시 사상구삼락동 29-43 삼락생태공원,창원기상대(155),35.35,128.6667,21,,,,
904,1998-05-09,2009-01-31,동읍,부산광역시 사상구삼락동 29-43 삼락생태공원,창원기상대(155),35.35,128.6667,21,,,,
904,1991-03-08,1998-05-09,의창,부산광역시 사상구삼락동 29-43 삼락생태공원,창원기상대(155),35.2794,128.6915,30,,,,
905,2021-07-24,,양산상북,경상남도 양산시상북면 좌삼리497-9 양산예비군훈련장 ,울산기상대(152),35.4414,129.0429,83.57,,,,
905,2020-10-23,2021-07-24,양산상북,경상남도 양산시상북면 좌삼리497-9 양산예비군훈련장 ,울산기상대(152),35.4414,129.0429,83.57,,,,
905,2013-12-04,2020-10-23,양산상북,경상남도 양산시상북면 좌삼리497-9 양산예비군훈련장 ,울산기상대(152),35.4414,129.0429,84.01,,,,
905,2011-03-11,2013-12-04,남부,경상남도 양산시상북면 좌삼리497-9 양산예비군훈련장 ,부산지방기상청(159),35.335,129.0379,40.64,,,,
905,2005-05-24,2011-03-10,양산,경상남도 양산시상북면 좌삼리497-9 양산예비군훈련장 ,부산지방기상청(159),35.3319,129.0386,40,,,,
905,1991-04-22,2005-05-24,양산,경상남도 양산시상북면 좌삼리497-9 양산예비군훈련장 ,부산지방기상청(159),35.3243,129.0362,50,,,,
906,2021-07-28,,화개,경상남도 하동군화개면 화개로541-6 지리산국립공원사무소 하동분소,창원기상대(155),35.2324,127.6427,89.59,,,,
906,2020-10-23,2021-07-28,화개,경상남도 하동군화개면 화개로541-6 지리산국립공원사무소 하동분소,창원기상대(155),35.2324,127.6427,89.59,,,,
906,2015-07-13,2020-10-23,화개,경상남도 하동군화개면 화개로541-6 지리산국립공원사무소 하동분소,창원기상대(155),35.2322,127.6428,91,,,,
906,2011-12-14,2015-07-13,화개,경상남도 하동군화개면 화개로541-6 지리산국립공원사무소 하동분소,진주기상대(192),35.2322,127.6428,91,,,,
906,1998-07-01,2011-12-14,화개,경상남도 하동군화개면 화개로541-6 지리산국립공원사무소 하동분소,진주기상대(192),35.1883,127.6254,27.94,,,,
906,1990-06-15,1998-07-01,화개,경상남도 하동군화개면 화개로541-6 지리산국립공원사무소 하동분소,진주기상대(192),35.1864,127.6299,10,,,,
907,2015-07-13,,삼천포,경상남도 사천시대방동 136-3  ,창원기상대(155),34.9321,128.0631,29.46,,,,
907,2009-11-20,2015-07-13,삼천포,경상남도 사천시대방동 136-3  ,진주기상대(192),34.929,128.0597,23.18,,,,
907,1998-07-01,2009-11-20,삼천포,경상남도 사천시대방동 136-3  ,통영기상대(162),34.93,128.07,34,,,,
907,1990-06-24,1998-07-01,삼천포,경상남도 사천시대방동 136-3  ,진주기상대(192),34.93,128.07,23,,,,
908,2020-10-23,,진해,경상남도 창원시진해구 성내동476-2 창원시농업기술센터 진해과,창원기상대(155),35.1122,128.7537,11.74,,,,
908,2013-10-15,2020-10-23,진해,경상남도 창원시진해구 성내동476-2 창원시농업기술센터 진해과,창원기상대(155),35.1122,128.7537,10,,,,
908,2010-07-22,2013-10-15,진해,경상남도 창원시진해구 성내동476-2 창원시농업기술센터 진해과,창원기상대(155),35.12,128.75,15,,,,
908,1991-03-08,2010-07-21,진해,경상남도 창원시진해구 성내동476-2 창원시농업기술센터 진해과,창원기상대(155),35.12,128.75,15,,,,
909,2020-10-23,,서이말,경상남도 거제시일운면 서이말길478 서이말항로표지관리소 ,부산지방기상청(159),34.7877,128.7383,109.74,,,,
909,2015-07-13,2020-10-23,서이말,경상남도 거제시일운면 서이말길478 서이말항로표지관리소 ,부산지방기상청(159),34.7877,128.7382,111.46,,,,
909,2007-09-07,2015-07-13,서이말,경상남도 거제시일운면 서이말길478 서이말항로표지관리소 ,통영기상대(162),34.7877,128.7382,111.46,,,,
909,1993-11-13,2007-09-07,서이말,경상남도 거제시일운면 서이말길478 서이말항로표지관리소 ,통영기상대(162),34.78,128.73,111,,,,
910,2020-11-01,,영도,부산광역시 영도구동삼동 792-2 53사단 125연대 1대대,부산지방기상청(159),35.0661,129.0742,138.96,,,,
910,2020-10-23,2020-11-01,영도,부산광역시 영도구동삼동 792-2 53사단 125연대 1대대,부산지방기상청(159),35.0661,129.0742,138.96,,,,
910,2010-07-23,2020-10-23,영도,부산광역시 영도구동삼동 792-2 53사단 125연대 1대대,부산지방기상청(159),35.0661,129.0742,137.94,,,,
910,1990-06-23,2010-07-22,영도,부산광역시 영도구동삼동 792-2 53사단 125연대 1대대,부산지방기상청(159),35.07,129.08,45,,,,
911,2019-11-18,,매물도,경상남도 통영시한산면 매죽리 39-914489  ,부산지방기상청(159),34.6489,128.5772,69.02,,,,
911,2015-07-13,2019-11-18,매물도,경상남도 통영시한산면 매죽리 39-914489  ,부산지방기상청(159),34.6489,128.5772,69,,,,
911,2013-12-24,2015-07-13,매물도,경상남도 통영시한산면 매죽리 39-914489  ,통영기상대(162),34.648,128.5772,69,,,,
911,2005-01-11,2013-12-23,매물도,경상남도 통영시한산면 매죽리 39-914489  ,통영기상대(162),34.6477,128.5778,43.94,,,,
911,1990-06-27,1996-12-31,매물도,경상남도 통영시한산면 매죽리 39-914489  ,통영기상대(162),34.65,128.6,50,,,,
912,2020-10-23,,백천,경상남도 함양군함양읍 백천리409-2 농업기술센터 시범포,창원기상대(155),35.5263,127.7784,140.33,,,,
912,2020-01-03,2020-10-23,백천,경상남도 함양군함양읍 백천리409-2 농업기술센터 시범포,창원기상대(155),35.5263,127.7783,139.44,,,,
912,2015-07-13,2020-01-03,백천,경상남도 함양군함양읍 백천리409-2 농업기술센터 시범포,창원기상대(155),35.5263,127.7783,139.44,,,,
912,2011-03-11,2015-07-13,백천,경상남도 함양군함양읍 백천리409-2 농업기술센터 시범포,거창기상대(284),35.5263,127.7783,139.44,,,,
912,2007-08-31,2011-03-10,함양,경상남도 함양군함양읍 백천리409-2 농업기술센터 시범포,거창기상대(284),35.5253,127.7798,137.8,,,,
912,1997-11-21,2007-08-31,함양,경상남도 함양군함양읍 백천리409-2 농업기술센터 시범포,진주기상대(192),35.5333,127.7167,186,,,,
912,1991-11-15,1997-11-21,함양,경상남도 함양군함양읍 백천리409-2 농업기술센터 시범포,진주기상대(192),35.5253,127.7798,137.76,,,,
913,2015-07-13,,상주면,경상남도 남해군상주면 상주로60번길69 한려해상체육공원 ,부산지방기상청(159),34.7238,127.9816,19.65,,,,
913,1991-11-20,2015-07-13,상주면,경상남도 남해군상주면 상주로60번길69 한려해상체육공원 ,통영기상대(162),34.7238,127.9854,22.05,,,,
914,2020-10-23,,서하,경상남도 함양군서하면 봉전리1331-9  ,창원기상대(155),35.6376,127.7156,353.86,,,,
914,2015-07-13,2020-10-23,서하,경상남도 함양군서하면 봉전리1331-9  ,창원기상대(155),35.6376,127.7322,352.12,,,,
914,2013-10-18,2015-07-13,서하,경상남도 함양군서하면 봉전리1331-9  ,거창기상대(284),35.6376,127.7322,352.12,,,,
914,2007-08-30,2013-10-18,서하,경상남도 함양군서하면 봉전리1331-9  ,거창기상대(284),35.6477,127.6955,340,,,,
914,1992-12-15,2007-08-30,서하,경상남도 함양군서하면 봉전리1331-9  ,진주기상대(192),35.6447,127.696,365,,,,
915,2020-10-23,,삼가,경상남도 합천군삼가면 두모리192-3  ,울산기상대(152),35.4135,128.1018,85.28,,,,
915,2020-03-03,2020-10-23,삼가,경상남도 합천군삼가면 두모리192-3  ,울산기상대(152),35.4142,128.1028,86.9,,,,
915,2017-08-25,2020-03-03,삼가,경상남도 합천군삼가면 두모리192-3  ,울산기상대(152),35.4142,128.1028,86.9,,,,
915,2016-09-27,2017-08-25,삼가,경상남도 합천군삼가면 두모리192-3  ,울산기상대(152),35.4142,128.1028,86.9,,,,
915,2015-07-13,2016-09-26,삼가,경상남도 합천군삼가면 두모리192-3  ,울산기상대(152),35.4137,128.102,83.82,,,,
915,2011-11-28,2015-07-13,삼가,경상남도 합천군삼가면 두모리192-3  ,거창기상대(284),35.4137,128.102,83.82,,,,
915,2007-08-28,2011-11-28,삼가,경상남도 합천군삼가면 두모리192-3  ,거창기상대(284),35.4144,128.1219,98.72,,,,
915,1992-12-15,2007-08-28,삼가,경상남도 합천군삼가면 두모리192-3  ,진주기상대(192),35.42,128.12,99,,,,
916,2020-10-23,,단성,경상남도 산청군단성면 강누리 38-3 13940  ,창원기상대(155),35.3111,127.967,55,,,,
916,2015-07-13,2020-10-23,단성,경상남도 산청군단성면 강누리 38-3 13940  ,창원기상대(155),35.3111,127.9669,56.16,,,,
916,2010-07-23,2015-07-13,단성,경상남도 산청군단성면 강누리 38-3 13940  ,진주기상대(192),35.3111,127.9669,56.16,,,,
916,2007-09-03,2010-07-23,단성,경상남도 산청군단성면 강누리 38-3 13940  ,진주기상대(192),35.3,127.95,70,,,,
916,2004-11-26,2007-09-03,단성,경상남도 산청군단성면 강누리 38-3 13940  ,진주기상대(192),35.3,127.95,70,,,,
916,1999-06-12,2004-11-25,신안,경상남도 산청군단성면 강누리 38-3 13940  ,진주기상대(192),35.3167,127.9667,50,,,,
916,1992-12-15,1999-06-12,단성,경상남도 산청군단성면 강누리 38-3 13940  ,진주기상대(192),35.33,127.93,100,,,,
917,2020-10-23,,사천,경상남도 사천시용현면 진삼로902 사천농업기술센터 ,창원기상대(155),35.0369,128.0677,25.79,,,,
917,2015-07-13,2020-10-23,사천,경상남도 사천시용현면 진삼로902 사천농업기술센터 ,창원기상대(155),35.037,128.0677,23.51,,,,
917,2007-08-02,2015-07-13,사천,경상남도 사천시용현면 진삼로902 사천농업기술센터 ,진주기상대(192),35.037,128.0677,23.51,,,,
917,1998-07-01,2007-08-02,사천,경상남도 사천시용현면 진삼로902 사천농업기술센터 ,통영기상대(162),35.07,128.08,23,,,,
917,1992-12-07,1998-07-01,사천,경상남도 사천시용현면 진삼로902 사천농업기술센터 ,진주기상대(192),35.07,128.08,20,,,,
918,2021-07-30,,고성,경상남도 고성군고성읍 죽계리435-230  ,부산지방기상청(159),34.9905,128.3309,7.03,,,,
918,2020-10-23,2021-07-30,고성,경상남도 고성군고성읍 죽계리435-230  ,부산지방기상청(159),34.9905,128.3309,7.03,,,,
918,2015-07-13,2020-10-23,고성,경상남도 고성군고성읍 죽계리435-230  ,부산지방기상청(159),34.9905,128.3309,11,,,,
918,2010-12-07,2015-07-13,고성,경상남도 고성군고성읍 죽계리435-230  ,통영기상대(162),34.9905,128.3309,11,,,,
918,1997-12-30,2010-12-07,고성,경상남도 고성군고성읍 죽계리435-230  ,통영기상대(162),34.97,128.3333,28,,,,
918,1992-12-07,1997-12-30,고성,경상남도 고성군고성읍 죽계리435-230  ,통영기상대(162),34.97,128.32,30,,,,
919,2007-09-10,,창녕,경상남도 창녕군대지면 효정리600  ,울산기상대(152),35.5514,128.4767,24.3,,,,
919,1992-12-07,2007-09-10,창녕,경상남도 창녕군대지면 효정리600  ,창원기상대(155),35.55,128.47,24,,,,
920,2020-10-23,,함안,경상남도 함안군가야읍 함안대로755 함안군농업기술센터 ,창원기상대(155),35.2961,128.3994,8.39,,,,
920,2020-02-19,2020-10-23,함안,경상남도 함안군가야읍 함안대로755 함안군농업기술센터 ,창원기상대(155),35.2963,128.3992,10,,,,
920,2013-10-15,2020-02-19,함안,경상남도 함안군가야읍 함안대로755 함안군농업기술센터 ,창원기상대(155),35.2963,128.3992,10,,,,
920,2007-09-14,2013-10-16,함안,경상남도 함안군가야읍 함안대로755 함안군농업기술센터 ,창원기상대(155),35.2934,128.3992,8.92,,,,
920,1992-12-07,2007-09-14,함안,경상남도 함안군가야읍 함안대로755 함안군농업기술센터 ,창원기상대(155),35.3,128.4,8,,,,
921,2020-10-23,,가덕도,부산광역시 강서구가덕해안로 1237(대항로)진해 항만방어전대 263레이더기지,부산지방기상청(159),34.9931,128.8314,75.63,,,,
921,2011-08-03,2020-10-23,가덕도,부산광역시 강서구가덕해안로 1237(대항로)진해 항만방어전대 263레이더기지,부산지방기상청(159),34.9931,128.8314,73.26,,,,
921,1992-12-17,2011-08-03,가덕도,부산광역시 강서구가덕해안로 1237(대항로)진해 항만방어전대 263레이더기지,부산지방기상청(159),34.9897,128.8291,71.92,,,,
922,2020-10-23,,단장,경상남도 밀양시단장면 고례리1710번지  ,울산기상대(152),35.4865,128.9291,138.03,,,,
922,2013-12-19,2020-10-23,단장,경상남도 밀양시단장면 고례리1710번지  ,울산기상대(152),35.4864,128.9294,138.45,,,,
922,1992-12-28,2013-12-19,원동,경상남도 밀양시단장면 고례리1710번지  ,부산지방기상청(159),35.3647,128.9189,19.56,,,,
923,2021-07-23,,기장,부산광역시 기장군일광면 이천리산 1-5번지 128레이더기지,부산지방기상청(159),35.2751,129.2511,65.99,,,,
923,2020-10-23,2021-07-23,기장,부산광역시 기장군일광면 이천리산 1-5번지 128레이더기지,부산지방기상청(159),35.2751,129.2511,65.99,,,,
923,2011-09-22,2020-10-23,기장,부산광역시 기장군일광면 이천리산 1-5번지 128레이더기지,부산지방기상청(159),35.275,129.2511,65,,,,
923,1992-11-10,2011-09-22,기장,부산광역시 기장군일광면 이천리산 1-5번지 128레이더기지,부산지방기상청(159),35.264,129.2323,13.11,,,,
924,2020-11-02,,간절곶,울산광역시 울주군서생면 간절곶1길 39-214277 간절곶항로표지관리소 ,울산기상대(152),35.3587,129.3603,22.23,,,,
924,2020-10-23,2020-11-02,간절곶,울산광역시 울주군서생면 간절곶1길 39-214277 간절곶항로표지관리소 ,울산기상대(152),35.3587,129.3603,22.23,,,,
924,1992-12-28,2020-10-23,간절곶,울산광역시 울주군서생면 간절곶1길 39-214277 간절곶항로표지관리소 ,울산기상대(152),35.3587,129.3603,23.97,,,,
925,2020-10-23,,생림,경상남도 김해시생림면 마사리666-9번지  ,부산지방기상청(159),35.3744,128.823,8.68,,,,
925,2013-12-07,2020-10-23,생림,경상남도 김해시생림면 마사리666-9번지  ,부산지방기상청(159),35.3744,128.823,12.43,,,,
925,2007-09-12,2013-12-06,생림,경상남도 김해시생림면 마사리666-9번지  ,부산지방기상청(159),35.3282,128.8491,29.11,,,,
925,1992-12-12,2007-09-12,생림,경상남도 김해시생림면 마사리666-9번지  ,부산지방기상청(159),35.3277,128.8534,28,,,,
926,2020-10-23,,진북,경상북도 창원시마산합포구 진북면덕곡덕기길 276 ,창원기상대(155),35.1262,128.4748,13.33,,,,
926,2016-04-20,2020-10-23,진북,경상북도 창원시마산합포구 진북면덕곡덕기길 276 ,창원기상대(155),35.1261,128.4747,14.8,,,,
926,2010-07-22,2016-04-20,진북,경상북도 창원시마산합포구 진북면덕곡덕기길 276 ,창원기상대(155),35.1149,128.4618,25.58,,,,
926,1994-02-01,2010-07-21,진북,경상북도 창원시마산합포구 진북면덕곡덕기길 276 ,창원기상대(155),35.1137,128.4719,22,,,,
927,2020-10-14,,송백,경상남도 밀양시산내면 송백리1532-1번지  ,울산기상대(152),35.582,128.8837,126.74,,,,
927,2012-12-06,2020-10-14,송백,경상남도 밀양시산내면 송백리1532-1번지  ,울산기상대(152),35.582,128.8837,126.74,,,,
927,1994-02-01,2012-12-06,송백,경상남도 밀양시산내면 송백리1532-1번지  ,울산기상대(152),35.5842,128.8809,125.53,,,,
928,2007-09-13,2015-09-07,웅상,,부산지방기상청(159),35.4162,129.1731,99.97,,,,
928,1993-11-13,2007-09-13,웅상,,부산지방기상청(159),35.4122,129.1792,99,,,,
929,2020-10-09,,개천,경상남도 고성군개천면 청광리418-8  ,부산지방기상청(159),35.1137,128.307,129.52,,,,
929,2017-08-25,2020-10-09,개천,경상남도 고성군개천면 청광리418-8  ,부산지방기상청(159),35.1136,128.3069,74.1,,,,
929,2015-12-26,2017-08-25,개천,경상남도 고성군개천면 청광리418-8  ,부산지방기상청(159),35.1136,128.3069,130.1,,,,
929,2015-07-13,2015-12-26,개천,경상남도 고성군개천면 청광리418-8  ,부산지방기상청(159),35.0989,128.2586,74.14,,,,
929,1993-11-13,2015-07-13,개천,경상남도 고성군개천면 청광리418-8  ,통영기상대(162),35.0989,128.2586,74.14,,,,
930,2020-11-02,,사량도,경상남도 통영시사량면 능양길187-15  ,부산지방기상청(159),34.8099,128.2381,6.64,,,,
930,2020-10-23,2020-11-02,사량도,경상남도 통영시사량면 능양길187-15  ,부산지방기상청(159),34.8099,128.2381,6.64,,,,
930,2015-07-13,2020-10-23,사량도,경상남도 통영시사량면 능양길187-15  ,부산지방기상청(159),34.8101,128.2375,6,,,,
930,2012-12-11,2015-07-13,사량도,경상남도 통영시사량면 능양길187-15  ,통영기상대(162),34.8101,128.2375,6,,,,
930,1993-11-13,2012-12-11,사량도,경상남도 통영시사량면 능양길187-15  ,통영기상대(162),34.8436,128.2251,15.17,,,,
931,2019-11-20,,욕지도,경상남도 통영시욕지면 동항리376-3  ,부산지방기상청(159),34.6223,128.2735,73.47,,,,
931,2015-07-13,2019-11-19,욕지도,경상남도 통영시욕지면 동항리376-3  ,부산지방기상청(159),34.6223,128.2735,73.47,,,,
931,2011-11-02,2015-07-13,욕지도,경상남도 통영시욕지면 동항리376-3  ,통영기상대(162),34.6192,128.2759,80,,,,
931,1993-11-13,2011-11-02,욕지도,경상남도 통영시욕지면 동항리376-3  ,통영기상대(162),34.6363,128.2634,13.58,,,,
932,2020-10-23,,하동,경상남도 하동군하동읍 신기리441-2, 441-5 ,창원기상대(155),35.0606,127.7666,4.47,,,
932,2015-12-24,2020-10-23,하동,경상남도 하동군하동읍 신기리441-2, 441-5 ,창원기상대(155),35.0603,127.7664,8,,,
932,2015-07-13,2015-12-24,하동,경상남도 하동군하동읍 신기리441-2, 441-5 ,창원기상대(155),35.0721,127.7455,21.57,,,
932,2007-09-06,2015-07-13,하동,경상남도 하동군하동읍 신기리441-2, 441-5 ,진주기상대(192),35.0721,127.7455,21.57,,,
932,1998-07-01,2007-09-06,하동,경상남도 하동군하동읍 신기리441-2, 441-5 ,진주기상대(192),35.05,127.75,21,,,
932,1993-11-13,1998-07-01,하동,경상남도 하동군하동읍 신기리441-2, 441-5 ,통영기상대(162),35.05,127.75,60,,,
933,2021-07-29,,금남,경상남도 하동군금남면 덕천리842-4 덕천가압장 ,창원기상대(155),34.9968,127.8324,32.22,,,,
933,2020-10-23,2021-07-29,금남,경상남도 하동군금남면 덕천리842-4 덕천가압장 ,창원기상대(155),34.9968,127.8324,32.22,,,,
933,2015-07-13,2020-10-23,금남,경상남도 하동군금남면 덕천리842-4 덕천가압장 ,창원기상대(155),34.9966,127.8324,43,,,,
933,2011-12-13,2015-07-13,금남,경상남도 하동군금남면 덕천리842-4 덕천가압장 ,진주기상대(192),34.9966,127.8324,43,,,,
933,1998-07-01,2011-12-13,금남,경상남도 하동군금남면 덕천리842-4 덕천가압장 ,진주기상대(192),34.9506,127.859,11.33,,,,
933,1993-11-13,1998-07-01,금남,경상남도 하동군금남면 덕천리842-4 덕천가압장 ,통영기상대(162),34.95,127.87,10,,,,
934,2020-10-23,,수곡,경상남도 진주시수곡면 사곡리 96-935309  ,창원기상대(155),35.2214,127.9285,82.8,,,,
934,2015-07-13,2020-10-23,수곡,경상남도 진주시수곡면 사곡리 96-935309  ,창원기상대(155),35.2217,127.9284,132,,,,
934,2012-12-19,2015-07-13,수곡,경상남도 진주시수곡면 사곡리 96-935309  ,진주기상대(192),35.2217,127.9284,132,,,,
934,1993-10-13,2012-12-19,수곡,경상남도 진주시수곡면 사곡리 96-935309  ,진주기상대(192),35.1986,127.9322,72.48,,,,
935,2020-10-16,,청덕,경상남도 합천군청덕면 가현리 52-4,울산기상대(152),35.5698,128.3411,23.63,,,,
935,2015-07-13,2020-10-16,청덕,경상남도 합천군청덕면 가현리 52-4,울산기상대(152),35.5698,128.3411,23.63,,,,
935,2008-09-10,2015-07-13,청덕,경상남도 합천군청덕면 가현리 52-4,거창기상대(284),35.5698,128.3411,22.15,,,,
935,1993-11-14,2008-09-10,청덕,경상남도 합천군청덕면 가현리 52-4,진주기상대(192),35.55,128.32,30,,,,
936,2020-10-17,,신포,경상남도 의령군칠곡면 신포리326 의령군농업기술센터 포장시험장,창원기상대(155),35.3326,128.2023,61.21,,,,
936,2011-03-11,2020-10-17,신포,경상남도 의령군칠곡면 신포리326 의령군농업기술센터 포장시험장,창원기상대(155),35.3326,128.2023,61.9,,,,
936,2010-06-04,2011-03-10,의령,경상남도 의령군칠곡면 신포리326 의령군농업기술센터 포장시험장,창원기상대(155),35.3311,128.2036,51,,,,
936,2000-10-06,2010-06-03,의령,경상남도 의령군칠곡면 신포리326 의령군농업기술센터 포장시험장,창원기상대(155),35.3167,128.2833,47,,,,
936,1993-11-13,2000-10-06,화정,경상남도 의령군칠곡면 신포리326 의령군농업기술센터 포장시험장,진주기상대(192),35.2769,128.2116,148,,,,
937,2020-10-23,,해운대,부산광역시 해운대구우동3로 9453사단 사령부 ,부산지방기상청(159),35.1761,129.1624,63.72,,,,
937,2010-06-29,2020-10-23,해운대,부산광역시 해운대구우동3로 9453사단 사령부 ,부산지방기상청(159),35.1761,129.1624,62.98,,,,
937,2007-11-29,2010-06-28,해운대,부산광역시 해운대구우동3로 9453사단 사령부 ,부산지방기상청(159),35.1749,129.1663,69.82,,,7,
937,1994-12-16,2007-11-28,해운대,부산광역시 해운대구우동3로 9453사단 사령부 ,부산지방기상청(159),35.1604,129.1669,25,,,,
938,2020-10-15,,부산진,부산광역시 부산진구백양대로 320번길99 125연대 7대대,부산지방기상청(159),35.1589,129.0193,114.38,,,,
938,2012-12-07,2020-10-15,부산진,부산광역시 부산진구백양대로 320번길99 125연대 7대대,부산지방기상청(159),35.1589,129.0192,114,,,,
938,2009-05-08,2012-12-07,부산진,부산광역시 부산진구백양대로 320번길99 125연대 7대대,부산지방기상청(159),35.154,129.0507,17.55,,,,
938,2004-02-26,2009-05-08,부산진,부산광역시 부산진구백양대로 320번길99 125연대 7대대,부산지방기상청(159),35.1472,129.0514,83,,,,
938,1998-10-23,2004-02-26,부산진,부산광역시 부산진구백양대로 320번길99 125연대 7대대,부산지방기상청(159),35.1333,129.05,35,,,,
